textid|text|obscurity|density|lengthr
209|Even if we've come this far in the tournament, in sports there is no way to know what might happen. You might be asked to go and play at any moment. Are you prepared for that mentally? Because I'm going to treat this game as any other official match and give you signs with that in mind. Let's take them down!|4.727892|4.494065|5.382873
222|Complements are usually goods that in some sense are consumed together: computers and software, cookies and milk, cars and gasoline. Because consumers like to consume a good and its complement together, a change in the price of one of the goods will affect the demand for its complement.|6.362074|3.2888408|5.14263
2056|This planet has - or rather had - a problem, which was this: most of the people living on it were unhappy for pretty much of the time. Many solutions were suggested for this problem, but most of these were largely concerned with the movement of small green pieces of paper, which was odd because on the whole it wasn't the small green pieces of paper that were unhappy.|4.5801716|3.7204912|5.9403095
2203|We know this is a dangerous test - for some fail as extraordinarily as others pass. It is a gamble, risky and promising. It may pay off in unmet eyes or a curious state, surly dismissals or a question, dialogue or bruises.|6.8525944|4.1697073|4.296112
284|It was one of those less lowering, but still grey and gloomy enough mornings of the transition, when with a fair wind the ship was rushing through the water with a vindictive sort of leaping and melancholy rapidity, that as I mounted to the deck at the call of the forenoon watch, so soon as I levelled my glance towards the taffrail, foreboding shivers ran over me.|6.0408993|2.3493528|5.915494
2114|As for myself, I saw my aunt's misshapen figure with that feeling of awe and respect with which we behold explorers who have left their ears and fingers north of Franz Josef Land, or their health somewhere along the Upper Congo.|6.4046707|4.4586277|4.3837743
2097|Whether you play shooters or rhythm games, or it's another skill like an instrument or sport, it is so important that you analyze your own weaknesses and mistakes and make the most of the time you spend practicing. Twenty minutes of focused practice is so much more productive than an hour of aimless practice.|6.3978977|2.842336|5.3933
1311|Whoa. I may have done a tiny bit of rephrasing but, come on; you'd think a crime-fighting cheerleader would give a more interesting interview. The paper liked my story so much, they're giving me a column!|6.9735737|4.492377|4.0201693
397|Engage people with what they expect; it is what they are able to discern and confirms their projections. It settles them into predictable patterns of response, occupying their minds while you wait for the extraordinary moment - that which they cannot anticipate.|6.51622|3.607067|4.8427477
1749|Haskell is statically typed. When you compile your program, the compiler knows which piece of code is a number, which is a string and so on. That means that a lot of possible errors are caught at compile time. If you try to add together a number and a string, the compiler will whine at you.|5.8505325|3.6878386|5.1878943
924|You can't do anything without certainty. The world won't wait for your certainty. You need companions who will open doors without hesitation. And... Don't you wanna protect those eyes, that don't know doubt.|6.0655766|5.2751474|4.0675473
1595|Love is like a friendship caught on fire. In the beginning a flame, very pretty, often hot and fierce, but still only light and flickering. As love grows older, our hearts mature and our love becomes as coals, deep-burning and unquenchable.|6.41803|4.154776|4.552923
1042|There are few scenes more gratifying than a spring plowing in that country, where the furrows of a single field often lie a mile in length, and the brown earth, with such a strong, clean smell, and such a power of growth and fertility in it, yields itself eagerly to the plow; rolls away from the shear, not even dimming the brightness of the metal, with a soft, deep sigh of happiness.|5.2843266|2.8006425|6.0754514
73|You step outside, you risk your life. You take a drink of water, you risk your life. And nowadays you breathe, and you risk your life. Every moment now... you don't have a choice. The only thing you can choose is what you're risking it for.|5.519003|5.01413|4.552923
1972|He turned to go, then paused and added impressively: 'I warn every animal on this farm to keep his eyes very wide open. For we have reason to think that some of Snowball's secret agents are lurking among us at this moment!'|5.900028|5.0320697|4.310869
1756|Tuples are much more rigid because each different size of tuple is its own type, so you can't write a general function to append an element to a tuple - you'd have to write a function for appending to a pair, one function for appending to a triple, one function for appending to a 4-tuple, etc.|5.6275463|3.8308327|5.2213717
2191|This lake of fire burns my skin. How could love wear so thin? I'm sinking in the hollow ground; nothing can stop me wanting you somehow. I won't let it die; I can feel you when you're not around. When the night gets cold, I won't be alone. We won't be alone.|5.3020344|4.8303084|4.791928
37|Apart from the excruciating pain, this is great! I've been waiting for a mighty Vault Hunter to help me reach Sanctuary. I will be your wise leader, and you shall be my fearsome minion!|6.808304|5.1208344|3.706562
94|I don't like loud noises and people making a fuss and I especially don't like people celebrating because they know a piece of private information about me. Plus, the whole thing is a scam. Birthdays were invented by Hallmark to sell cards.|6.6552143|3.9301922|4.539135
1716|Man seeks peace, yet at the same time yearning for war. Those are the two realms belonging solely to man. Thinking of peace whilst spilling blood is something that only humans could do. They're two sides of the same coin, to protect something, another must be sacrificed.|6.034422|3.8499854|4.9541683
1354|Of course I have a secret identity. Can you see me in this at the supermarket? Come on. Who'd want to go shopping as Elastigirl, y'know what I mean?|7.3759766|5.6559153|3.0231729
2237|Maybe I made a mistake yesterday, but yesterday's me is still me. I am who I am today, with all my faults. Tomorrow I might be a tiny bit wiser, and that's me, too. These faults and mistakes are what I am, making up the brightest stars in the constellation of my life. I have come to love myself for who I was, who I am, and who I hope to become.|5.0370235|3.5408893|5.742242
1333|The worst part is, I did this to myself! If only I had left what I wrote on the wall, if only I wasn't so gutless, maybe Arnold would be cosying up to me, instead of that Little Miss Perfect phony Lila.|6.1509724|5.2813654|3.9882665
883|I can't put a patty on a bun with lettuce, cheese, onions, tomatoes, ketchup, mustard, pickles, and top bun together in that order!|9.331719|4.3150325|2.6736994
1786|Bad news is we're postponing those tests indefinitely. Good news is we've got a much better test for you: fighting an army of mantis men. Pick up a rifle and follow the yellow line. You'll know when the test starts.|6.6526623|4.45521|4.1911507
2245|His fingers worked below her shoulder blades. He had found the knot, the tension node, and he homed in on it with a practiced knuckle. Mama rolled her head from side to side, pulling at the tendons in her neck, groaning loudly now, hissing with painful pleasure of his cure.|6.261944|3.5430272|4.990428
1348|Carefully matching every child to their ideal monster, to produce superior scream refined into clean, dependable energy. Every time you turn something on Monsters, Incorporated, is there.|7.518875|4.335471|3.7407045
159|And I defend because in spite of all I find that I love. In order to get some of it down I have to love. I sell you no phony forgiveness, I'm a desperate man - but too much of your life will be lost, its meaning lost, unless you approach it as much through love as through hate. So I approach it through division so I denounce and I defend and I hate and I love.|4.5423183|3.749103|5.8819413
100|You choose a thankless job. You can't be upset when nobody thanks you. Don't start chasing applause and acclaim. That way lies madness.|8.513403|4.9390044|2.7580748
1851|Are you feeling nervous? Are you having fun? It's almost over, it's just begun. Don't overthink this, look in my eye. Don't be scared, don't be shy. Come on in, the water's fine.|6.108696|5.9234276|3.5848937
1481|I know not who you are, or how I came to find you, but may I just say... Hi, how ya doin'? The name's Flynn Rider. How's your day goin', huh?|5.452818|7.684604|2.8821383
1768|A Haskell module is a collection of related functions, types and typeclasses. A Haskell program is a collection of modules where the main module loads up the other modules and then uses the functions defined in them to do something.|7.259554|3.4331865|4.44106
1979|In "Beasts of England" we expressed our longing for a better society in days to come. But that society has now been established. Clearly this song has no longer any purpose.|5.5806465|6.5700507|3.4958825
2172|His white shirt bobbed over the back fence and slowly grew larger. He came up the back steps, latched the door behind him, and sat on his cot. Wordlessly, he held up his pants. He lay down, and for a while I heard his cot trembling. Soon he was still. I did not hear him stir again.|5.4483643|4.142964|5.085024
1656|Help me be a channel of thy peace. That where there is hatred, I may bring love. That where there is wrong, I may bring the spirit of forgiveness. That where there is discord, I may bring harmony. That where there is error, I may bring truth. That where there is doubt, I may bring faith.|5.086153|4.376633|5.154014
2344|Now normally, we're supposed to relay this information back to the Association and wait for their decision first, but... But, if we do that, we might end up handing over the task of killing the boss to other Hunters, and our takings for today's raid would decrease by a lot.|5.2616024|4.4647474|4.990428
46|Here's a little gift to thank you for all your help! I'm supposed to be steering the ship right now, but I had to write this before I forgot. Anyway, I see a big rock up ahead, so I'd better wrap this up. Bye! Love, Gulliver.|5.3343697|5.4332|4.340206
207|Overconfidence leads to hubris, while too much humility results in servility. So from now, I want you to keep walking like you did until now, keeping your feet firmly planted on the ground. I'm looking forward to your next performance.|6.8896008|3.7010548|4.483428
36|Harry, I'm going to let you in on a little secret. Every day, once a day, give yourself a present. Don't plan it. Don't wait for it. Just let it happen. It could be a new shirt at the men's store, a catnap in your office chair, or two cups of good, hot black coffee.|4.9298954|4.930137|4.8927627
92|I've been quite open about this around the office: I don't want this park's department to build any parks, because I don't believe in government. I think that all government is a waste of taxpayer money. My dream is to have the park system privatized and run entirely for profit by corporations.|5.8879547|3.4399009|5.232442
1498|With all the strength of a raging fire, mysterious as the dark side of the moon. Time is racing toward us till the Huns arrive. Heed my every order and you might survive. You're unsuited for the rage of war, so pack up, go home, you're through. How could I make a man out of you?|4.9797096|4.600732|5.049904
2220|It can be a hearty or plaintive tune, depending on your mood. From Papa, that night, it was a deep-throated lament. Almost invisible in the stove's small glow, tears began running down his face.|6.7444057|4.8116064|3.8580794
2338|Imagine you have a messy room and you set a goal to clean it. If you summon the energy to tidy up, then you will have a clean room - for now. But if you maintain the same sloppy, pack-rat habits that led to a messy room in the first place, soon you'll be looking at a new pile of clutter and hoping for another burst of motivation.|4.7464027|3.9298265|5.6029167
59|My tactical instincts told me the Sorceress would attack you here, so I flew in to help out. It seems my rocket launchers don't affect this creature, but I can assist you by dropping ammunition. Now get in there and fight the good fight!|6.3097134|4.175733|4.5113926
2089|There are a few videos and articles on the internet of people learning these alternate layouts - they're fine, my only problem with them is the fact that they never really get to a words per minute that I would consider as mastery - and sometimes, they don't even talk about their peak speed at all.|5.752657|3.480163|5.2762833
111|There's much more. There's all that goes beyond - all that is elsewhere - and all that goes back, and back, and back. I received all of those, when I was selected. And here in this room, all alone, I re-experience them again and again. It is how wisdom comes. And how we shape our future.|4.3130836|5.0625277|5.154014
1401|Okay, boys. Let's have a fair and square fight and in no way should this ensuing fight contain the image of a potentially harmful, hurtful, or psychologically disturbing physical act that could be imitable by an impressionable child viewer.|7.20656|3.2310755|4.552923
1051|A person of merely average analytical intelligence who has this trait can become an effective hacker, but a creative genius who lacks it will swiftly find himself outdistanced by people who routinely upload the contents of thick reference manuals into their brains.|7.6944065|2.2311277|4.880334
2236|My mother, she brought a smile to my face every day. In a life so ordinary and full of struggles for being poor, it was her that was extraordinary. As nature turns seed and water to flower, mother turned the normal things into fascination and love; she was my happiness, my hero. Still, for some reason, I feel empty now.|4.966816|3.8422635|5.505289
1221|Sorry, a trick is nothing but a puzzle mankind came up with. If you use your head, you can uncover the logical answer. It's disappointing. No matter the explanation I think of, I cannot understand why one person would kill another. Even if I can see why, I can't understand why.|5.3597546|4.2139235|5.0381036
1409|Any last noises, Perry the Platypus? You know, that little chirping silly noise that you make? That's the one.|7.9030533|6.304525|2.207932
127|Everyone is guilty of something, and everyone still harbors a memory of childhood innocence, no matter how many layers of life wrap around it. Humanity is innocent; humanity is guilty, and both states are undeniably true.|7.353266|3.5005453|4.2812967
196|Everyone thinks that being small is more detrimental than it actually is. Even though being smaller puts you at a disadvantage in volleyball, it doesn't make you completely helpless!|8.103605|3.7832413|3.6548347
1321|Ah, quite right Shego! Time for us to escape and seal the pathways leaving Kim Possible and Company trapped forever!|7.672886|6.2967134|2.3450165
1340|Yeah, me, too. Look at these! One for walking too fast, one for walking too slow, one for turning a corner too sharply, one for turning too wide, one for squeaky shoes, one for suspiciously quiet shoes. And these are from this morning.|6.016899|4.4563947|4.483428
2001|That night there was the sound of uproarious singing, which was followed by what sounded like a violent quarrel and ended at about eleven o'clock with a tremendous crash of glass. No one stirred in the farmhouse before noon on the following day, and the word went round that from somewhere or other the pigs had acquired the money to buy themselves another case of whisky.|5.4216137|2.6424265|5.9648294
1177|I really looked up to him. He's smart, and the way he talks, you really believe that he's a good person, that everything he does is to protect his family, his home, or all of humanity. He makes you think that as long as you do what he says, you must be doing the right thing. Even when he asks you to do something bad. Something... evil.|4.008312|4.4849715|5.65965
1453|If I don't turn off the collider after you leave, everyone in this city, my parents, my uncle, and millions of others, will die. And you're just going to go home and leave me here to figure this out for myself? You good with that, Spider-Man?|5.148411|5.1201835|4.580335
2258|Foolishness, Dante. Foolishness. Might controls everything. And without strength you can not protect anything. Let alone yourself.|7.739979|5.7111983|2.6523943
1942|Benjamin was the only animal who did not side with either faction. He refused to believe either that food would become more plentiful or that the windmill would save work. Windmill or no windmill, he said, life would go on as it had always gone on - that is, badly.|5.9207325|3.884619|4.880334
45|Leaves from the vine, falling so slow. Like fragile tiny shells, drifting in the foam. Little soldier boy, come marching home. Brave soldier boy, comes marching home.|7.609873|4.6838565|3.3682437
1945|The animals would still assemble on Sunday mornings to salute the flag, sing "Beasts of England" and receive their orders for the week; but there would be no more debates.|5.590847|6.4826193|3.4597774
1799|Here's an interesting fact: you're not breathing real air. It's too expensive to pump this far down. We just take carbon dioxide out of the room, freshen it up a little, and pump it back in. So you'll be breathing the same room full of air for the rest of your life. I thought that was interesting.|5.0532246|4.0984354|5.2653885
104|If there really is a complete unified theory that governs everything, it presumably also determines your actions. But it does so in a way that is impossible to calculate for an organism that is as complicated as a human being. The reason we say that humans have free will is because we can't predict what they will do.|5.6786327|3.156638|5.4752326
106|If there really is a complete unified theory that governs everything, it presumably also determines your actions. But it does so in a way that is impossible to calculate for an organism that is as complicated as a human being. The reason we say that humans have free will is because we can't predict what they will do.|5.6786327|3.156638|5.4752326
2|As long as these Pants are Square, and this Sponge is Bob, I will not let Bikini Bottom down!|7.8552|6.945286|1.8012123
1226|Why do grownups quarrel so easily, so much, and over the most idiotic things? Up till now I thought that only children squabbled and that that wore off as you grew up. Of course, there is sometimes a real reason for a quarrel, but this is just plain bickering.|6.0890064|3.8|4.817439
2070|Can you hear the whispers all across the room? You feel her eyes all over you like cheap perfume. You're beautiful, but misunderstood - so why you're tryna' be just like the neighborhood?|6.6466694|4.9926095|3.7407045
23|For one trillion years I've been trapped in my own decaying dimension, waiting for a new universe to call my own. Name's Bill! But you can call me your new lord and master for all of eternity!|6.4457855|5.0453224|3.8248777
2022|You were wrong on two counts. Even the hardest substance can be broken, when crashed into it. And the ability to feel pain is not a weakness. It's a strength. Pain tells a creature, its vulnerabilities.|6.6090107|4.6243277|3.9882665
1383|Behold, the Underminer! I am always beneath you, but nothing is beneath me! I hereby declare war on peace and happiness. Soon all will tremble... before ME!|6.178955|6.33591|3.1796026
1123|I no longer believed in the idea of soul mates, or love at first sight. But I was beginning to believe that a very few times in your life, if you were lucky, you might meet someone who was exactly right for you. Not because he was perfect, or because you were, but because your combined flaws were arranged in a way that allowed two separate beings to hinge together.|4.8994446|3.1521602|5.9237986
1755|A list of numbers is a list of numbers. That's its type and it doesn't matter if it has only one number in it or an infinite amount of numbers. Tuples, however, are used when you know exactly how many values you want to combine and its type depends on how many components it has and the types of the components.|5.6028194|3.3086324|5.403685
2132|You are not machines! You are not cattle! You are men! You have the love of humanity in your hearts! You don't hate! Only the unloved hate - the unloved and the unnatural!|5.4199066|6.6006804|3.4597774
1259|How dare you open a spaceman's helmet on an uncharted planet! My eyeballs could've been sucked from their sockets!|9.0724535|4.9430013|2.299686
1440|No, I am a cop. And I'm on the Emmitt Otterton case, and my evidence puts him in your car! So intimidate me all you want, I'm gonna find out what you did to that otter if it's the last thing I do.|5.9001255|5.4372296|3.891017
2265|But I wish that just once more I could sit in a straight-backed wicker chair on that platform on the side of a hill in Colorado. I wish that just once more I could look up at the ridges, breathe in the fragrance of the pines, hear the gasping notes from that old pump organ and see the faces of the friends of my youth. I wish just once more, I could sing - on that hill far away.|4.389494|3.4571533|6.0287976
2362|What happened to you? "I'm not sure. I tried to buy some tacos and wound up getting paid twenty dollars to swim in a vat of Mountain Dew."|5.442127|7.597484|2.820478
586|Ah... all Men desire to live by a Code, or a Creed, yes? Yet when pressed, most defer to their instincts rather than the Laws that bind them. But what is the appeal of a creed if it does not yoke all men to like behaviour?|4.9084034|5.7305865|4.296112
1285|How strange and foolish is man. He loses his health in gaining wealth. Then, to regain health he wastes his wealth. He ruins his present while worrying about his future, but weeps in the future by recalling the past. He lives as though death shall never come to him, but dies in a way as if he were never born.|4.975786|3.8962293|5.3933
1641|Is it? Tell me this, Sheriff. If your kid loves you so much, why is he leaving? You think you're special, cowboy? You're a piece of plastic. You were made to be thrown away.|5.777548|6.1650467|3.4958825
1570|Great learning comes from bright morality and affection for the people. To stop here is virtuous. Understanding where to stop brings stability, and with that comes peace. Peace brings with it serenity and clear thinking, with which you can achieve your goals.|6.0417805|3.8058617|4.804709
828|In Penny Lane, there is a barber showing photographs of every head he's had the pleasure to know. And all the people that come and go, stop and say, "Hello".|5.0670757|7.3251705|3.1988072
1555|A young man stands in his bedroom. It just so happens that today, the 13th of April, 2009, is this young man's birthday. Though it was thirteen years ago he was given life, it is only today he will be given a name!|5.2423687|5.58333|4.1759152
782|Manual shifters are like that. You're not simply pulling a paddle and letting the transmission do all the hard work. The gearbox never does a thing until you command it to do so; you're 100 percent in charge.|6.3334618|4.6793494|4.0832148
1804|Enjoy this next test. I'm going to go to the surface. It's a beautiful day out. Yesterday I saw a deer. If you solve this next test, maybe I'll let you ride an elevator all the way up to the break room. And I'll tell you about that time I saw a deer again.|4.8533974|5.006286|4.7662115
71|You're something out of a dream! Messing with my head. And I've been looking for you. Are you hiding? 'Cause I like the way you're calling to me! Your spell upon me. You're something out of a dream! And I like it, though I fight it.|4.278261|6.075932|4.44106
1752|In Haskell, lists are a homogenous data structure. It stores several elements of the same type. That means that we can have a list of integers or a list of characters but we can't have a list that has a few integers and then a few characters.|6.352049|3.8497584|4.580335
1766|Lambdas are basically anonymous functions that are used because we need some functions only once. To make a lambda, we write a backslash, and then we write the parameters, separated by spaces.|8.031855|3.4427032|3.8248777
1098|It is the moment of non-construction, disclosing the absentation of actuality from the concept in part through its invitation to emphasize, in reading, the helplessness - rather than the will to power - of its fall into conceptuality.|6.1605988|4.197066|4.4693613
1484|Rapunzel, look in that mirror. You know what I see? I see a strong, confident, beautiful young lady... Oh look, you're here too!|7.1518517|6.227026|2.609528
1117|Twenty years from now you will be more disappointed by the things that you didn't do than by the ones you did do. So throw off the bowlines. Sail away from the safe harbor. Catch the trade winds in your sails. Explore. Dream. Discover.|5.4667244|4.8388686|4.483428
1693|A mathematician's patterns, like the painter's or the poet's, must be beautiful; the ideas, like the colors or the words, must fit together in a harmonious way. Beauty is the first test; there is no permanent place in the world for ugly mathematics.|6.219042|3.8060973|4.674572
235|There is no death, there is only the Force. There is no emotion, there is peace. There is no ignorance, there is knowledge. There is no passion, there is serenity. There is no chaos, there is harmony. There is no death, there is the Force.|5.0108356|5.18592|4.539135
1426|Ooh, extra points for recycling. The girls' score is now the square root of pi while the boys still have a crudely-drawn picture of a duck. Clearly it's still anyone's game.|7.265852|4.6722317|3.4958825
1707|Here. It's a dreamcatcher. Wear it when you sleep, and I'll keep the nightmares away. I'll always be with you.|8.141146|5.897013|2.207932
17|I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past I will turn the inner eye to see its path. Where the fear has gone there will be nothing. Only I will remain.|4.1599884|4.710158|5.33011
1428|So what you're saying is if I let you go, you'll tell me where my keys are? Oh, for Pete's sake, why didn't you say that like an hour ago? Oh, look, they were under your cute little platypus foot the whole time.|5.9552383|4.907888|4.1298428
148|You have a good many little gifts and virtues, but there is no need of parading them, for conceit spoils the finest genius. There is not much danger that real talent or goodness will be overlooked long; even if it is, the consciousness of possessing and using it well should satisfy one, and the great charm of all power is modesty.|5.420986|3.0396936|5.612467
212|Friendship - my definition - is built on two things. Respect and trust. Both elements have to be there. And it has to be mutual. You can have respect for someone, but if you don't have trust, the friendship will crumble.|5.477005|5.148179|4.2664223
605|Books were flung aside without being put away on the shelves, inkstands were overturned, benches thrown down, and the whole school was turned loose an hour before the usual time, bursting forth like a legion of young imps, yelping and racketing about the green in joy at their early emancipation.|6.534403|2.5575492|5.243468
1893|The light is in the air. I still believe cold is my way. I'll do all in my power to leave the pain just behind me, use your mind, relieve your soul. Head into the wind, cold is my way, make my mind go blank to leave regrets. Just behind me, use your mind to rise above. With all your might, use your mind and relieve your soul.|4.4669514|4.0353193|5.564333
1807|To maintain a constant testing cycle, I simulate daylight at all hours, and add adrenal vapor to your oxygen supply. So you may be confused about the passage of time. The point is, yesterday was your birthday. I thought you'd want to know.|6.4788857|3.7421014|4.539135
192|Today might be the chance to grasp the chance to let your talent bloom. Maybe tomorrow, the day after, or next year... Maybe even when you're thirty. I'm not sure if physique has anything to do with it, but if you think that it will never come, it probably never will.|5.0119896|4.548094|4.917472
1631|Let me guess. Andy's a real special kid. And to him you're his buddy, his best friend. And when Andy plays with you it's like, even though you're not moving, you feel like you're alive. Because that's how he sees you.|5.65452|5.0417438|4.2214394
2325|She came in and she was like a shot of espresso. She's like being bathed in sunlight. She's incredibly energetic and enthusiastic. And she had this sense of play and fun which was incredibly exciting.|6.93495|4.220471|3.9561086
1412|Perry the Platypus. As usual, your timing is incredible. And by incredible, of course, I mean completely credible!|8.265263|5.5959024|2.299686
1267|Dear Roxanne, couldn't sleep, so I thought I'd drop you a line. My dad and I are having a great time. We're only days away from L.A., and I can hardly wait for the big concert!|5.5442142|6.20639|3.5495024
1648|SCP-049 is a humanoid entity, roughly 1.9 meters in height, which bears the appearance of a medieval plague doctor.|7.1641426|6.616184|2.3223963
1558|Waters of chaos have invaded all space, the flood on Earth again; I have to find the whales. That once did guide us to dry lands of life; I won't despair, I'll break this dark around. Under heavy sea, I'll search the flight of whales.|5.325651|4.936081|4.4693613
393|Do not be anxious about anything, but in everything by prayer and supplication with thanksgiving let your requests be made known to God. And the peace of God, which surpasses all understanding, will guard your hearts and your minds in Christ Jesus.|5.600254|4.361442|4.66127
228|Destiny. Fate. Dreams. These unstoppable ideas are held deep in the heart of man. As long as there are people who seek freedom in this life, these things shall not vanish from the Earth.|6.552841|4.9487944|3.7236676
1818|Well, no matter. Because I'm still holding all the cards. And guess what: they're all full houses! I've never actually played cards. Meaning to learn.|6.508856|6.051229|3.0627499
1504|Gotta fix that calendar I have that's marked July 15th. Because since there's no more you, there's no more anniversary. I'm so fed up with my thoughts of you and your memory. And how every song reminds me of what used to be.|5.6108456|4.886345|4.3255663
2190|I waited and waited to see you all come down the sidewalk, and as I waited I thought, Atticus Finch won't win, he can't win, but he's the only man in these parts who can keep a jury out so long in a case like that. And I thought to myself, well, we're taking a step - it's just a baby-step, but it's a step.|4.198847|4.581489|5.361894
1326|So anyway, I was in line behind Big Tony, you know with the glandular problem, and he takes two puddings, two! And the guards didn't even bust him for it. I tell you, the money this prison wastes, it's criminal!|5.95455|4.8584356|4.1298428
923|The English language can not fully capture the depth and complexity of my thoughts. So I'm incorporating Emoji into my speech to better express myself. Winky face.|7.066189|5.0991774|3.31244
1225|Never was there such a send-off as that given the Sixth Massachusetts Regiment, the first to leave for Washington. Thousands saw the trains off from Boston, the cheering loud enough to stir the saints.|5.760542|5.291859|3.97222
1598|Most people only live for their image, that is why where some have a self, a starting point, most people have a void, because they are so busy projecting themselves as this or that, dedicating their lives to actualize a concept of what they should be like rather than to actualize their ever-growing potentiality as a human being.|5.4532776|2.9818585|5.5933285
1050|The relative execution times of instructions on a machine are usually discussed in clocks rather than absolute fractions of a second; one good reason for this is that clock speeds for various models of the machine may increase as technology improves, and it is usually the relative times one is interested in when discussing the instruction set.|5.898554|2.3155596|5.7332106
443|In intercourse with scholars and artists one readily makes mistakes of opposite kinds: in a remarkable scholar one not infrequently finds a mediocre man; and often, even in a mediocre artist, one finds a very remarkable man.|7.2009487|3.3214855|4.3255663
1287|Names convey meanings; our choice of names determines the meaning of what we say. An inappropriate name gives people the wrong idea. A rose by any other name would smell as sweet-but if you call it a pen, people will be rather disappointed when they try to write with it.|5.8248386|3.6197648|4.9541683
602|Apparently there had been some appalling act of justice recently inflicted, for his scholars were all busily intent upon their books, or slyly whispering behind them with one eye kept upon the master; and a kind of buzzing stillness reigned throughout the schoolroom.|6.893919|2.665239|4.905142
135|The world isn't fair? What a huge revelation! Some people in power abuse those they have power over? Amazing! When did this start happening?|6.4530754|6.3732424|2.8616672
103|And as we wind on down the road, our shadows taller than our soul. There walks a lady we all know, who shines white light and wants to show how everything still turns to gold. And if you listen very hard, the tune will come to you at last. When all are one and one is all, to be a rock and not to roll. And she's buying a stairway to heaven.|4.34585|3.8398037|5.696724
2164|We laughed, and Morrie laughed, too, as hard as he could, with his limited breathing. It was the first time in weeks that I could recall him telling a story like this. How strange, I thought, that he nearly fainted once from watching someone else's illness, and now he was so able to endure his own.|5.0280952|3.8553143|5.2762833
1812|Great work! Because this message is prerecorded, any observations related to your performance are speculation on our part. Please disregard any undeserved compliments.|7.6937447|4.319049|3.3866968
2366|Finally! I'm an adult! I can do things I was never allowed to do as a kid like eat ice cream for every meal! My brain has absorbed heaps and reams of knowledge! Like the reasons why I shouldn't eat ice cream for every meal.|5.504137|4.9413886|4.310869
1381|We've frozen all of Syndrome's assets. If he even sneezes, we'll be there with a hanky and a pair of handcuffs. The people of this country are indebted to you.|7.5356197|4.696456|3.2369876
2099|If you're just looking for raw speed, then do all the practice that you can and analyze yourself for areas of improvement. But if you like the idea of rewiring your brain and starting from scratch, then maybe you can find yourself an alternate layout and get good with that.|6.383707|2.9862068|4.990428
48|I don't know about you, but I'm feeling 22. Everything will be alright, if you keep me next to you. You don't know about me but I bet you want to. Everything will be alright, if we just keep dancing like we're 22.|5.230831|5.430416|4.160619
526|If through the advancing power of scientific methods, we find that the pursuits on which we were once engaged, afford no longer a sufficiently ample field for intellectual effort, the remedy is, to proceed to higher inquiries, and, in new tracks, to seek for difficulties yet unsubdued.|6.3672543|2.772136|5.131201
282|But all we said, not a word could we drag out of him; I almost felt like pushing him over, so as to change his position, for it was almost intolerable, it seemed so painfully and unnaturally constrained; especially, as in all probability he had been sitting so for upwards of eight or ten hours, going too without his regular meals.|5.3539467|2.9746602|5.612467
180|As you can see, I have memorized this utterly useless piece of information long enough to pass a test question. I now intend to forget it forever. You've taught me nothing except how to cynically manipulate the system. Congratulations.|6.548527|3.6328225|4.483428
1159|What I want is to be needed. What I need is to be indispensable to somebody. Who I need is somebody that will eat up all my free time, my ego, my attention. Somebody addicted to me. A mutual addiction.|6.7269497|4.276128|3.97222
2140|Never use margin to buy stock. The one time it's handy, when used responsibly, is as a convenient, low-cost way to make yourself a quick loan while you wait for your next paycheck, or your home sale to settle.|6.782633|4.0161467|4.0988193
440|There is, in fine, a gradation of rank in physical states, to which the gradation of rank in the problems corresponds; and the highest problems repel ruthlessly every one who ventures too near them, without being predestined for their solution by the loftiness and power of his spirituality.|6.2744427|2.7529843|5.1878943
1419|Perry the Platypus, I... You know, we always do the same thing. I have a scheme, you try to stop me, I trap you, I tell you my scheme, you escape, then we fight, and I'm defeated. Let's mix it up a little!|4.991503|5.8390546|4.036025
1556|I struggled to survive in the mortal world since I came to life and joined this world. I lived my own life according to my own feelings, and even if the waves toss me up and down, sending me to the border of death, I will never grieve, lament, fear, or worry; I will savor these flavors thoroughly, and will still laugh crazily until the end.|5.2727623|2.8731132|5.7059
830|Ultimately it's a beautiful thing. Like flowers blooming in a lonely field. The petals drift through crossing winds. They find their way to river streams, that scent the water beautifully, it takes me back to you. It takes me back to you.|5.724867|4.330703|4.5252914
1339|Man, Arnold. I can't believe it. Your last day of detention, and you're completely innocent. If you finish off the day and don't snitch on those other guys, this is gonna go on your permanent record.|6.543928|4.47807|3.9399328
1176|I imagine death so much it feels more like a memory. When's it gonna get me? In my sleep? Seven feet ahead of me? If I see it comin', do I run or do I let it be? Is it like a beat without a melody?|4.7312546|6.273888|3.9073877
2179|We do not propose to say that there shall be no rich men. We do not ask to divide the wealth. We only propose that, when one man gets more than he and his children and his children's children can spend or use in their lifetimes, that then we shall say that such person has his share. That means a few million dollars is the limit to what any one man can own.|4.479515|3.3945005|5.8478484
1925|We pigs are brainworkers. The whole management and organization of this farm depend on us. Day and night we are watching over your welfare. It is for your sake that we drink that milk and eat those apples.|6.821533|4.0473104|4.036025
1330|Well deary, back in the day I trained the sternest nannies the world has ever seen, but times changed. A stern nanny was no longer the fashion. Fewer and fewer of my graduates were hired. Finally, nanny had to close her lovely academy for good.|6.281048|3.6458328|4.607529
1327|That's the downside with working with villains, they are always stealing your stuff! Oh, that reminds me, has anyone seen my stapler?|8.216202|4.81202|2.7160554
